,Bintje_1,Bintje_2,Maris_Piper,Experimental,GMO1,GMO2
38353,0,1,1,1,0,1
38354,0,0,0,0,0,0
38355,0,0,0,0,0,0
38356,0,1,1,1,1,1
38357,0,1,1,1,1,1
38358,1,1,1,1,1,1
38359,0,0,0,0,0,0
38360,0,0,1,0,0,0
38361,0,0,0,1,1,1
38362,0,0,0,1,0,1
38363,1,1,1,1,1,1
38364,1,0,0,1,1,1
38365,1,1,0,1,1,1
38366,0,0,0,1,0,0
38367,0,0,0,0,0,0
38368,0,0,0,1,0,0
38369,1,1,1,1,1,1
38370,1,1,0,1,1,1
38371,1,1,1,1,1,1
38372,0,0,0,0,0,0
38373,0,0,0,0,0,0
38374,0,0,0,0,0,0
38375,0,0,0,0,0,0
38376,0,0,0,0,0,0
38377,0,0,0,1,1,1
38378,0,0,0,0,0,0
38379,1,1,1,1,1,1
38380,0,0,0,0,0,0
38381,0,0,0,0,0,0
38382,1,1,1,1,1,1
38383,1,1,1,1,1,1
38384,0,0,0,0,0,0
38385,0,1,0,0,1,1
38386,0,1,1,1,0,0
38387,1,1,1,1,1,1
38388,1,1,1,1,1,1
38389,0,1,0,0,0,0
38390,1,1,1,1,1,1
38391,0,1,0,0,0,0
38392,0,1,1,1,0,1
38393,1,1,1,1,1,1
38394,1,1,1,1,1,1
38395,0,1,0,0,0,1
38396,0,1,0,0,0,0
38397,1,1,0,1,1,1
38398,1,1,1,0,0,0
38399,1,1,1,1,0,1
38400,1,1,1,1,1,1
38401,1,1,1,0,1,1
38402,0,1,0,0,0,0
38403,0,1,0,1,0,0
38404,0,0,0,0,0,0
38405,1,1,1,1,1,1
38406,0,0,1,0,0,0
38407,0,1,1,1,1,1
38408,0,0,1,1,0,0
38409,0,1,1,1,1,1
38410,0,0,0,1,0,0
38411,1,1,1,1,1,1
38412,1,1,1,1,1,1
38413,0,0,1,1,0,0
38414,1,1,1,1,1,1
38415,0,1,0,1,1,1
38416,1,1,1,0,1,1
38417,1,1,1,1,1,1
38418,1,1,1,1,1,1
38419,0,0,0,0,0,0
38420,1,1,1,1,1,1
38421,0,1,1,1,1,1
38422,1,1,1,1,1,1
38423,1,1,1,1,1,1
38424,0,0,0,0,0,1
38425,1,1,1,1,1,1
38426,0,0,0,0,0,0
38427,1,1,1,1,1,0
38428,0,1,0,1,0,0
38429,0,0,1,1,0,0
38430,1,1,1,1,1,1
38431,0,0,0,0,0,0
38432,1,1,1,1,1,1
38433,1,1,1,1,0,0
38434,0,0,0,0,0,0
38435,0,0,0,0,0,0
38436,1,1,1,1,1,1
38437,1,1,1,1,1,1
38438,1,1,1,1,1,1
38439,1,1,1,1,1,1
38440,1,1,1,1,1,1
38441,0,1,0,1,0,0
38442,0,1,1,1,1,0
38443,0,0,0,0,0,0
38444,0,0,0,0,0,0
38445,0,0,0,0,1,0
38446,0,0,0,1,1,1
38447,0,0,0,0,0,0
38448,1,1,1,1,1,1
38449,0,0,0,0,0,0
38450,1,1,1,1,1,1
38451,1,0,1,1,0,1
38452,1,1,1,1,1,1
38453,1,1,1,1,1,1
38454,1,1,1,1,1,1
38455,0,0,0,1,0,0
38456,1,1,1,1,1,1
38457,1,1,1,1,1,1
38458,1,1,1,1,1,1
38459,0,0,0,0,1,0
38460,0,0,1,0,0,1
38461,1,1,1,1,1,1
38462,1,1,1,1,1,1
38463,1,1,1,1,1,1
38464,0,0,0,0,0,1
38465,1,1,1,1,1,1
38466,1,1,0,0,0,0
38467,0,0,0,1,0,0
38468,0,1,0,1,0,1
38469,1,1,1,1,1,1
38470,1,1,1,1,1,1
38471,1,1,1,1,1,1
38472,0,1,0,0,0,0
38473,1,1,1,1,1,1
38474,1,1,1,1,1,1
38475,0,1,1,1,1,1
38476,0,0,0,0,0,1
38477,1,1,1,1,0,1
38478,0,0,0,0,0,0
38479,0,0,0,0,0,0
38480,1,1,1,1,1,1
38481,0,0,0,0,0,0
38482,0,0,0,0,0,0
38483,0,0,0,0,0,0
38484,0,0,0,0,0,0
38485,1,1,1,1,1,1
38486,0,0,0,0,0,0
38487,0,0,0,0,0,0
38488,0,0,1,1,1,1
38489,1,1,1,1,1,1
38490,1,1,1,1,1,1
38491,1,1,1,1,0,0
38492,0,0,0,1,0,0
38493,0,0,0,0,0,0
38494,1,1,1,1,1,1
38495,1,1,1,1,1,1
38496,0,1,0,1,0,1
38497,1,1,1,1,1,1
38498,1,1,1,1,1,1
38499,1,1,1,1,1,1
38500,0,1,1,1,1,1
38501,1,1,1,1,1,1
38502,1,1,1,1,1,1
38503,1,1,1,1,1,1
38504,0,0,1,1,0,0
38505,1,1,1,1,1,1
38506,0,0,0,0,0,0
38507,0,0,0,0,0,0
38508,1,1,1,1,1,1
38509,1,1,1,1,1,1
38510,1,1,1,1,1,1
38511,0,1,1,1,1,1
38512,1,1,1,1,1,1
38513,0,0,0,0,0,0
38514,1,1,1,1,1,1
38515,1,1,1,1,1,1
38516,1,1,1,1,1,1
38517,1,1,1,1,1,1
38518,0,0,0,0,0,0
38519,1,1,1,1,1,1
38520,0,0,0,1,0,0
38521,1,1,1,1,1,1
38522,0,0,0,0,0,0
38523,0,1,0,0,0,0
38524,1,1,1,1,1,1
38525,1,1,1,1,1,1
38526,1,1,1,1,1,1
38527,0,0,0,0,0,0
38528,1,1,1,1,1,1
38529,1,1,1,1,1,1
38530,0,1,0,0,0,0
38531,1,1,1,1,1,1
38532,1,1,1,1,1,1
38533,1,1,1,1,1,1
38534,1,1,1,1,1,1
38535,0,0,0,0,1,1
38536,1,1,1,1,1,1
38537,0,0,0,0,0,0
38538,0,1,0,0,0,1
38539,0,0,0,0,0,0
38540,0,0,0,0,0,0
38541,0,0,0,0,0,0
38542,0,0,0,0,0,0
38543,0,0,0,0,0,0
38544,1,1,1,1,1,1
38545,0,0,0,0,0,0
38546,0,0,1,1,1,1
38547,0,0,0,1,0,1
38548,1,1,1,1,1,1
38549,0,0,0,0,0,0
38550,1,1,1,1,1,1
38551,1,1,1,1,1,1
38552,1,1,1,1,1,1
38553,1,1,1,1,1,1
38554,1,1,1,1,1,1
38555,0,0,0,0,0,0
38556,0,0,0,0,0,0
38557,0,0,0,0,0,0
38558,1,1,1,1,1,1
38559,1,1,1,1,1,1
38560,0,0,0,1,1,1
38561,1,1,1,1,0,1
38562,1,1,1,1,1,1
38563,1,1,1,1,1,1
38564,1,0,0,0,0,0
38565,0,1,0,0,0,0
38566,1,1,1,1,1,1
38567,1,1,1,1,1,1
38568,1,1,1,1,1,1
38569,1,1,1,1,1,1
38570,0,0,0,0,0,1
38571,0,0,0,0,0,0
38572,1,1,1,1,0,1
38573,0,0,0,0,0,0
38574,0,1,0,1,1,1
38575,1,1,0,1,1,1
38576,0,0,1,1,0,0
38577,0,0,1,1,0,0
38578,0,0,1,1,0,0
38579,1,1,1,0,1,1
38580,0,0,0,1,0,0
38581,0,0,1,0,1,1
38582,0,0,0,0,0,0
38583,0,0,0,0,0,0
38584,1,1,1,1,1,1
38585,0,1,1,0,1,1
38586,1,1,1,1,1,1
38587,0,1,1,1,1,1
38588,0,1,1,1,0,1
38589,1,1,1,1,1,1
38590,1,1,1,1,1,1
38591,1,1,1,1,1,0
38592,1,1,1,1,1,1
38593,1,1,1,1,1,1
38594,1,0,0,1,1,1
38595,0,0,0,0,0,0
38596,1,1,1,1,1,1
38597,0,0,0,0,0,0
38598,1,1,1,1,1,1
38599,1,1,1,1,1,1
38600,1,1,1,1,1,1
38601,1,1,1,1,1,1
38602,1,1,1,1,1,1
38603,0,1,1,1,1,1
38604,0,1,0,1,1,1
38605,1,1,1,1,1,1
38606,0,0,0,0,0,0
38607,1,1,1,1,1,1
38608,1,1,1,1,1,1
38609,0,0,0,0,0,0
38610,1,1,1,1,1,1
38611,0,0,0,0,0,0
38612,0,0,0,0,0,0
38613,0,0,0,0,0,0
38614,1,1,1,1,1,1
38615,1,1,1,1,1,1
38616,0,1,0,0,1,1
38617,1,1,1,1,1,1
38618,1,1,1,1,1,1
38619,0,0,0,0,0,1
38620,0,1,1,1,1,1
38621,1,1,1,1,1,1
38622,1,1,1,1,1,1
38623,1,1,1,1,1,1
38624,0,0,0,0,0,0
38625,0,0,0,0,0,0
38626,0,0,0,0,0,0
38627,1,1,0,1,1,0
38628,1,1,1,1,1,1
38629,1,1,1,1,1,1
38630,1,1,1,1,1,1
38631,1,1,1,1,1,1
38632,0,0,0,0,1,0
38633,1,1,1,1,1,1
38634,1,1,1,1,1,1
38635,1,1,1,1,1,1
38636,0,0,0,0,0,0
38637,1,1,1,1,1,1
38638,1,1,1,1,1,1
38639,0,1,0,0,0,0
38640,1,1,1,1,1,1
38641,1,1,1,1,1,1
38642,1,1,1,1,1,1
38643,0,0,0,1,0,0
38644,1,1,1,1,1,1
38645,1,1,1,1,1,1
38646,1,1,1,1,1,1
38647,1,1,1,1,1,1
38648,0,0,0,0,0,0
38649,1,1,1,1,1,1
38650,0,0,0,1,0,0
38651,0,0,0,0,0,0
38652,0,0,0,0,0,0
38653,1,1,1,1,1,1
38654,0,0,0,1,0,0
38655,0,0,0,1,0,0
38656,1,0,1,1,1,1
38657,0,0,0,0,0,0
38658,1,1,1,1,1,1
38659,1,1,1,1,1,1
38660,1,1,1,1,1,1
38661,1,1,1,1,1,1
38662,1,1,1,1,1,1
38663,1,1,1,1,1,1
38664,1,1,1,1,1,1
38665,1,1,1,1,1,1
38666,1,1,1,1,1,1
38667,1,1,1,1,1,1
38668,1,1,1,1,1,1
38669,1,1,1,1,1,1
38670,1,1,1,1,1,1
38671,1,1,1,1,1,1
38672,0,0,0,0,0,0
38673,0,0,0,0,0,0
38674,0,0,0,0,0,0
38675,0,0,0,0,0,0
38676,0,1,0,0,0,0
38677,1,1,1,1,1,1
38678,1,1,1,1,1,1
38679,0,0,0,1,0,0
38680,1,1,1,1,1,1
38681,1,1,1,1,1,1
38682,1,1,1,1,1,1
38683,0,1,1,1,1,1
38684,1,1,1,1,1,1
38685,1,1,1,1,1,1
38686,0,1,1,0,0,0
38687,0,0,0,1,0,0
38688,1,1,1,1,1,1
38689,1,1,1,1,1,1
38690,1,1,1,1,1,1
38691,0,0,0,0,0,0
38692,1,1,1,1,1,1
38693,1,1,1,1,1,1
38694,1,1,1,1,1,1
38695,0,0,0,0,0,0
38696,1,1,1,1,1,1
38697,1,1,1,1,1,1
38698,1,1,1,1,1,1
38699,0,0,0,0,0,0
38700,0,0,0,1,0,0
38701,0,0,0,0,0,0
38702,0,0,0,1,0,0
38703,1,1,1,1,1,1
38704,1,1,1,1,1,1
38705,1,1,1,1,1,1
38706,1,1,1,1,1,1
38707,1,1,1,1,1,1
38708,1,1,1,1,1,1
38709,1,1,1,1,1,1
38710,1,1,1,1,1,1
38711,1,1,1,1,1,1
38712,1,1,1,1,1,1
38713,1,1,1,1,1,1
38714,1,1,1,1,1,1
38715,0,0,0,1,1,1
38716,0,0,0,0,0,0
38717,1,1,1,1,1,1
38718,1,1,1,1,1,1
38719,0,0,0,0,0,0
38720,0,0,0,0,0,0
38721,1,1,1,1,1,1
38722,0,0,0,0,0,0
38723,1,1,1,1,1,1
38724,1,1,1,1,1,1
38725,1,1,1,1,1,1
38726,1,1,1,1,1,1
38727,1,1,1,1,1,1
38728,1,1,1,1,1,1
38729,1,1,1,1,1,1
38730,1,1,1,1,1,1
38731,1,1,1,1,1,1
38732,1,1,1,1,1,1
38733,1,1,1,1,1,1
38734,0,1,0,0,0,0
38735,0,0,0,0,0,0
38736,0,0,0,0,0,0
38737,0,0,0,0,0,0
38738,0,0,0,0,0,0
38739,1,1,1,1,1,1
38740,1,1,1,1,1,1
38741,1,1,1,1,1,1
38742,0,0,0,0,0,0
38743,1,1,1,1,1,1
38744,1,1,1,1,1,1
38745,1,1,1,1,1,1
38746,1,1,1,1,1,1
38747,1,1,1,1,1,1
38748,1,1,1,1,1,1
38749,1,1,1,1,1,1
38750,1,1,1,1,1,1
38751,1,1,1,1,1,1
38752,0,0,1,1,0,1
38753,0,0,0,0,0,0
38754,0,0,0,0,0,0
38755,0,0,1,1,0,0
38756,0,0,0,1,0,0
38757,1,1,1,1,1,1
38758,1,1,1,1,1,1
38759,0,0,1,0,0,0
38760,0,1,0,1,1,1
38761,0,0,0,0,0,0
38762,1,1,1,1,1,1
38763,0,0,0,0,0,0
38764,0,0,0,0,0,0
38765,0,0,0,0,0,0
38766,0,0,0,0,0,0
38767,0,0,0,0,0,0
38768,0,1,1,1,1,0
38769,1,1,1,1,1,1
38770,1,1,1,1,1,1
38771,1,1,1,1,1,1
38772,1,1,1,1,1,1
38773,1,1,1,1,0,0
38774,0,0,0,0,0,0
38775,0,1,0,0,0,0
38776,1,0,0,0,0,0
38777,0,0,0,0,0,0
38778,1,1,1,1,1,1
38779,1,1,1,1,1,1
38780,0,0,0,0,0,0
38781,0,0,0,0,0,0
38782,0,0,0,0,0,0
38783,0,0,0,0,0,0
38784,1,1,1,1,1,1
38785,0,0,0,0,0,0
38786,1,1,1,1,1,1
38787,1,1,1,1,1,1
38788,0,0,0,0,0,0
38789,1,1,1,1,1,1
38790,1,1,1,1,1,1
38791,1,1,0,1,0,1
38792,1,1,1,1,1,1
38793,0,0,0,0,0,0
38794,0,0,0,0,0,0
38795,1,1,1,1,1,1
38796,1,1,1,1,1,1
38797,1,1,1,1,1,1
38798,1,1,1,1,1,1
38799,0,0,0,0,0,0
38800,0,0,0,0,0,0
38801,1,1,1,1,1,1
38802,0,1,1,1,1,1
38803,0,1,1,1,1,1
38804,1,1,1,1,1,1
38805,0,1,1,1,1,1
38806,0,0,0,0,0,0
38807,0,0,0,0,0,0
38808,0,0,0,0,0,0
38809,0,0,0,0,0,0
38810,0,1,1,0,0,1
38811,1,1,1,1,1,1
38812,0,0,0,0,0,0
38813,1,1,1,1,1,1
38814,1,1,1,1,1,1
38815,1,1,1,1,1,1
38816,0,0,0,0,0,0
38817,1,1,1,1,1,1
38818,0,0,0,0,0,0
38819,1,1,0,0,0,0
38820,0,0,0,0,0,0
38821,1,1,1,1,1,1
38822,0,0,0,0,0,0
38823,1,1,1,1,1,1
38824,1,1,1,1,1,1
38825,1,1,1,1,1,1
38826,1,1,1,1,1,1
38827,1,1,1,1,1,1
38828,1,1,1,1,1,1
38829,1,1,1,1,1,1
38830,1,1,1,1,1,1
38831,1,1,1,1,1,1
38832,1,1,1,1,1,1
38833,1,1,1,1,1,1
38834,1,1,1,1,1,1
38835,1,1,1,1,1,1
38836,1,1,1,1,1,1
38837,1,1,1,1,1,1
38838,1,1,0,0,1,1
38839,0,0,0,1,0,0
38840,0,0,0,0,0,0
38841,0,0,0,0,0,0
38842,1,1,1,1,1,1
38843,1,1,1,1,1,1
38844,1,1,1,1,1,1
38845,1,1,1,1,1,1
38846,1,1,1,1,1,1
38847,1,1,1,1,1,1
38848,1,1,1,1,1,1
38849,1,1,1,1,1,1
38850,1,1,1,1,1,1
38851,1,1,1,1,1,1
38852,1,1,1,1,1,1
38853,0,0,0,0,0,0
38854,1,1,1,1,1,1
38855,1,1,1,1,1,1
38856,0,0,1,0,1,1
38857,1,1,1,1,1,1
38858,1,1,1,1,1,1
38859,1,1,1,1,1,1
38860,1,1,1,1,1,1
38861,0,1,0,1,1,1
38862,0,0,0,0,0,0
38863,0,0,0,1,0,0
38864,0,1,0,1,0,0
38865,1,1,1,1,1,1
38866,1,1,1,1,1,1
38867,1,1,1,1,1,1
38868,1,1,1,1,1,1
38869,0,0,0,0,0,0
38870,0,0,0,1,0,0
38871,1,1,1,1,1,1
38872,1,1,1,1,1,1
38873,0,0,0,0,0,0
38874,1,1,1,1,1,1
38875,0,0,1,1,1,1
38876,0,0,0,0,0,1
38877,0,0,0,0,0,0
38878,1,1,1,1,1,1
38879,1,1,1,1,1,1
38880,1,1,1,1,1,1
38881,1,1,1,1,1,1
38882,0,0,0,0,0,0
38883,0,0,0,0,0,0
38884,0,1,1,1,0,1
38885,1,1,1,1,1,1
38886,1,1,1,1,1,1
38887,1,1,1,1,1,1
38888,0,0,0,0,0,0
38889,0,0,0,0,0,0
38890,1,1,1,1,1,1
38891,0,1,0,1,1,1
38892,1,1,1,1,1,1
38893,1,1,0,0,0,0
38894,1,1,1,1,1,1
38895,1,1,1,1,1,1
38896,0,0,0,0,1,1
38897,0,0,0,0,0,0
38898,1,1,1,1,1,1
38899,1,1,1,1,1,1
38900,1,1,1,1,1,1
38901,1,1,1,1,1,1
38902,1,1,1,1,1,1
38903,0,0,0,0,0,0
38904,1,1,1,1,1,1
38905,1,1,1,1,1,1
38906,1,1,1,1,1,1
38907,1,1,1,1,1,1
38908,0,0,0,0,0,0
38909,0,0,0,0,0,0
38910,0,0,0,0,0,0
38911,0,0,0,0,0,0
38912,1,1,1,1,1,1
38913,1,1,1,1,1,1
38914,1,1,1,1,1,1
38915,1,1,1,1,1,1
38916,0,0,0,1,0,1
38917,1,1,1,1,1,1
38918,1,1,1,1,1,1
38919,0,0,0,0,0,0
38920,1,1,1,1,1,1
38921,1,1,1,1,1,1
38922,1,1,1,1,1,1
38923,0,0,0,0,0,0
38924,0,1,1,1,1,1
38925,0,0,0,0,0,0
38926,0,1,0,1,1,1
38927,1,1,1,1,1,1
38928,1,1,1,1,1,1
38929,1,1,1,1,1,1
38930,1,1,1,1,1,1
38931,1,1,1,1,1,1
38932,0,1,0,1,0,0
38933,1,1,1,1,1,1
38934,0,0,1,1,1,0
38935,1,1,1,1,1,1
38936,0,0,0,1,0,0
38937,0,0,0,0,0,0
38938,1,1,1,1,1,1
38939,1,1,1,1,1,1
38940,1,1,1,1,1,1
38941,1,1,1,1,1,1
38942,1,1,1,1,1,1
38943,1,1,1,1,1,1
38944,1,1,1,1,1,1
38945,0,1,1,1,1,1
38946,0,0,0,0,0,0
38947,1,1,1,1,1,1
38948,1,1,1,1,1,1
38949,0,0,0,0,0,0
38950,0,0,1,1,0,0
38951,0,0,1,0,0,0
38952,0,0,0,0,0,0
38953,0,0,0,1,0,0
38954,1,1,1,1,1,1
38955,0,0,0,0,0,0
38956,0,0,0,0,0,0
38957,0,0,0,0,0,0
38958,1,1,1,1,1,1
38959,0,0,0,0,0,0
38960,1,1,1,1,1,1
38961,1,1,1,1,1,1
38962,1,1,1,1,1,1
38963,1,1,1,1,1,1
38964,0,1,1,1,0,1
38965,0,0,0,1,1,1
38966,1,0,0,0,1,0
38967,0,1,1,0,0,1
38968,1,1,1,1,1,1
38969,1,1,1,1,1,1
38970,1,1,1,1,1,1
38971,0,1,0,1,0,0
38972,1,1,1,1,1,1
38973,1,1,1,1,1,1
38974,1,1,1,1,1,1
38975,1,1,1,1,1,1
38976,1,1,1,1,1,1
38977,0,0,1,0,0,0
38978,0,0,0,0,0,0
38979,1,1,1,1,1,1
38980,0,0,0,0,0,0
38981,1,1,1,1,1,1
38982,1,1,1,1,1,1
38983,1,1,1,1,1,1
38984,1,1,1,1,1,1
38985,1,1,1,0,0,0
38986,1,1,1,1,1,1
38987,1,1,1,1,1,1
38988,1,1,1,1,1,1
38989,1,1,1,1,1,1
38990,1,1,1,1,1,1
38991,0,1,0,1,1,1
38992,1,1,1,1,1,1
38993,1,1,1,1,1,0
38994,1,1,1,1,1,1
38995,0,0,0,0,0,0
38996,0,0,0,0,0,0
38997,1,1,1,1,1,1
38998,1,1,1,1,1,1
38999,1,1,1,0,1,1
39000,0,0,0,1,1,1
39001,1,1,1,1,1,1
39002,1,1,1,1,1,1
39003,0,0,0,0,0,0
39004,0,0,0,0,0,0
39005,0,1,0,1,0,0
39006,1,1,1,1,1,1
39007,0,0,1,0,0,1
39008,1,1,1,1,1,1
39009,1,1,1,1,1,1
39010,0,1,1,1,1,1
39011,1,1,1,1,1,1
39012,1,1,1,1,1,1
39013,0,1,1,1,1,1
39014,1,1,1,1,1,1
39015,0,0,0,0,0,0
39016,1,1,1,1,1,1
39017,0,0,0,0,0,0
39018,1,1,1,1,1,1
39019,1,1,1,1,1,1
39020,1,1,1,1,1,1
39021,0,0,1,1,0,1
39022,1,1,1,1,1,1
39023,1,1,1,1,1,1
39024,1,1,1,1,1,1
39025,0,0,1,0,0,0
39026,0,0,0,0,0,0
39027,1,1,1,1,1,1
39028,1,1,1,1,1,1
39029,1,1,1,1,1,1
39030,1,1,1,1,1,1
39031,1,1,1,1,1,1
39032,0,0,0,0,0,0
39033,1,1,1,1,1,1
39034,1,1,1,1,1,1
39035,0,0,1,1,1,0
39036,0,0,0,0,0,0
39037,1,1,1,1,1,1
39038,1,1,1,1,1,1
39039,1,1,1,1,1,1
39040,1,1,1,1,1,1
39041,0,0,0,0,0,1
39042,1,1,1,0,1,1
39043,0,0,0,0,0,0
39044,1,1,0,0,1,1
39045,0,0,0,0,1,1
39046,0,1,1,1,1,1
39047,1,1,1,1,1,1
39048,1,1,1,1,1,1
39049,0,0,0,1,1,0
39050,1,1,0,0,0,0
39051,0,1,0,1,0,0
39052,0,0,0,0,0,0
39053,0,0,0,1,0,0
39054,0,0,0,1,0,0
39055,1,1,1,1,1,1
39056,0,0,0,0,0,0
39057,1,1,1,1,1,1
39058,1,1,1,1,1,1
39059,0,1,1,1,0,0
39060,0,1,1,1,0,0
39061,0,0,0,0,0,0
39062,0,0,0,0,0,0
39063,0,0,0,0,0,0
39064,1,1,1,1,1,1
39065,1,1,1,1,1,1
39066,1,1,1,1,1,1
39067,0,0,0,1,0,1
39068,1,1,1,1,1,1
39069,1,1,1,1,1,1
39070,1,1,1,1,1,1
39071,1,1,1,1,1,1
39072,1,0,0,0,0,1
39073,1,1,0,0,1,1
39074,0,0,0,0,0,0
39075,0,0,0,1,1,1
39076,1,1,1,1,1,1
39077,0,0,0,0,0,1
39078,1,1,1,1,1,1
39079,1,1,1,1,1,1
39080,1,1,1,1,1,1
39081,0,0,0,0,0,1
39082,1,1,1,1,1,1
39083,0,1,0,1,1,1
39084,1,1,1,0,1,1
39085,1,1,1,1,1,1
39086,0,0,0,0,0,0
39087,1,1,1,1,1,1
39088,1,1,1,1,1,1
39089,1,1,1,1,1,1
39090,1,1,1,1,1,1
39091,1,1,1,1,1,1
39092,1,1,0,1,1,1
39093,0,0,0,0,0,0
39094,0,0,0,0,0,0
39095,0,1,0,1,0,0
39096,1,1,1,1,1,1
39097,1,1,1,1,1,1
39098,1,1,1,1,1,1
39099,1,1,1,1,1,1
39100,1,1,1,1,1,1
39101,0,0,0,0,0,0
39102,0,0,0,0,0,0
39103,0,0,0,0,0,0
39104,0,0,0,0,0,0
39105,0,0,0,0,0,0
39106,0,0,0,0,0,0
39107,0,1,1,0,0,1
39108,0,0,0,0,0,0
39109,1,1,1,1,1,1
39110,0,0,0,0,0,0
39111,1,1,1,1,1,1
39112,1,1,1,1,1,1
39113,1,1,1,1,1,1
39114,0,0,0,0,0,0
39115,0,0,0,0,0,1
39116,0,0,0,0,0,0
39117,1,1,1,1,1,1
39118,1,1,1,1,1,1
39119,1,1,1,1,0,0
39120,0,0,1,1,0,0
39121,0,0,0,1,0,0
39122,0,0,0,1,0,0
39123,0,0,1,1,0,0
39124,0,0,0,1,0,0
39125,0,0,0,1,0,0
39126,0,0,0,1,0,0
39127,0,0,0,0,0,0
39128,0,0,0,0,0,0
39129,0,0,0,0,0,0
39130,0,0,0,0,0,0
39131,0,0,0,0,0,0
39132,0,0,0,0,0,0
39133,0,0,0,0,0,0
39134,0,0,0,0,0,0
39135,0,0,0,0,0,0
39136,0,0,0,1,0,0
39137,0,0,0,0,0,0
39138,0,0,0,0,0,0
39139,0,0,0,0,0,0
39140,0,0,0,0,0,0
39141,0,0,0,0,0,0
39142,0,0,0,0,0,0
39143,0,0,0,0,0,0
39144,0,0,0,0,0,0
39145,0,0,0,0,0,0
39146,0,0,0,0,0,0
39147,1,1,1,1,1,1
39148,1,1,1,1,1,1
39149,1,1,0,0,0,1
39150,1,1,1,1,1,1
39151,0,0,0,0,0,0
39152,1,1,1,1,1,1
39153,1,1,1,1,1,1
39154,1,1,1,1,1,1
39155,1,1,1,1,1,1
39156,0,0,0,0,0,0
39157,0,0,0,0,0,0
39158,1,1,0,0,1,1
39159,1,1,1,1,1,1
39160,0,0,0,0,0,0
39161,0,0,0,0,0,0
39162,0,1,0,1,1,1
39163,0,1,1,0,0,1
39164,1,1,1,1,1,1
39165,0,0,0,0,0,1
39166,0,0,0,1,0,1
39167,1,1,1,1,1,1
39168,1,1,1,1,1,1
39169,0,0,1,1,1,0
39170,1,1,1,1,1,1
39171,1,1,1,1,1,1
39172,1,1,1,1,1,1
39173,1,1,1,1,1,1
39174,1,1,1,1,1,1
39175,1,1,1,1,1,1
39176,0,0,0,0,0,0
39177,1,1,1,1,1,1
39178,1,1,1,1,1,1
39179,1,1,1,1,1,1
39180,1,1,1,1,1,1
39181,1,1,1,1,1,1
39182,0,0,0,0,0,1
39183,1,1,1,1,1,1
39184,1,1,1,1,1,1
39185,0,0,0,0,0,0
39186,0,0,1,1,0,1
39187,0,0,0,1,0,0
39188,1,1,1,1,1,1
39189,0,0,0,0,0,0
39190,0,0,0,0,0,0
39191,0,0,0,0,0,0
39192,1,1,1,0,1,1
39193,1,1,1,1,1,1
39194,1,1,1,1,1,1
39195,1,1,1,1,1,1
39196,1,1,1,1,1,1
39197,0,0,0,0,0,0
39198,1,1,1,1,1,1
39199,1,1,1,1,1,1
39200,0,0,0,0,0,0
39201,0,0,0,0,0,0
39202,0,0,0,0,0,0
39203,0,0,0,0,0,0
39204,0,0,0,0,0,0
39205,1,1,1,1,1,1
39206,1,1,1,1,1,1
39207,1,1,0,1,1,1
39208,0,0,0,0,0,0
39209,0,0,0,0,0,0
39210,0,1,1,1,1,0
39211,0,0,1,0,0,0
39212,1,1,0,0,1,1
39213,1,1,1,1,1,1
39214,1,1,1,1,1,1
39215,1,1,1,1,1,1
39216,0,1,1,1,1,1
39217,0,0,0,0,0,0
39218,0,0,0,0,0,0
39219,1,1,1,1,1,1
39220,0,0,1,0,0,0
39221,0,0,0,0,0,0
39222,0,0,1,1,0,0
39223,1,1,1,1,1,1
39224,1,1,1,1,1,1
39225,1,1,1,1,1,1
39226,1,1,1,1,1,1
39227,0,0,0,0,0,0
39228,1,1,1,1,1,1
39229,1,1,1,1,1,1
39230,1,1,1,1,1,1
39231,0,1,0,0,0,0
39232,0,0,1,0,0,0
39233,1,1,1,1,1,1
39234,1,1,1,1,1,1
39235,1,1,1,1,1,1
39236,1,1,1,1,1,1
39237,0,0,1,0,1,0
39238,0,0,1,0,1,1
39239,0,0,1,0,0,1
39240,0,0,0,0,0,0
39241,0,0,0,0,0,0
39242,0,0,0,0,0,0
39243,1,1,1,1,1,1
39244,0,1,1,1,0,0
39245,0,0,0,0,0,0
39246,0,0,0,0,0,0
39247,1,1,1,1,1,1
39248,0,0,0,0,0,0
39249,0,0,0,0,0,0
39250,1,1,1,1,1,1
39251,1,1,1,1,1,1
39252,0,1,1,1,1,1
39253,0,1,1,1,0,0
39254,1,0,0,1,0,0
39255,1,1,1,1,1,1
39256,0,0,0,0,0,0
39257,0,0,0,0,0,0
39258,0,1,1,1,1,1
39259,0,0,0,1,0,0
39260,0,0,0,0,0,0
39261,0,0,0,1,1,1
39262,0,1,0,1,1,1
39263,0,0,0,0,0,0
39264,1,1,1,1,1,1
39265,1,1,1,1,1,1
39266,0,1,1,0,1,1
39267,0,1,1,1,1,1
39268,0,0,0,0,0,0
39269,0,1,0,0,1,1
39270,0,1,0,0,0,0
39271,1,1,0,1,0,1
39272,1,1,1,1,1,1
39273,1,1,1,1,1,1
39274,1,1,1,1,1,1
39275,0,0,0,0,0,0
39276,1,1,1,1,1,1
39277,1,1,1,0,1,1
39278,0,0,0,0,0,0
39279,0,0,0,0,0,0
39280,0,0,0,0,0,0
39281,1,1,1,1,1,1
39282,1,1,1,1,1,1
